Nome do modelo,H(m),Inclinação(graus),Coesao(kPa),Ângulo de atrito(graus),Peso específico (kN/m³),Fator de Segurança
modelo_n_0689.hjs,63.479,33.4625,47.25,19.075,28.45,0.894986648
modelo_n_0690.hjs,150.005,39.6225,225.45,21.425,14.05,1.486886882
modelo_n_0691.hjs,46.055,12.0675,188.55,48.775,16.01,8.927352641
modelo_n_0692.hjs,135.353,12.1225,290.85,45.675,12.83,7.333451103
modelo_n_0693.hjs,3.287,59.1475,268.65,13.625,20.93,50.02777807
modelo_n_0694.hjs,61.103,5.0825,207.75,32.125,29.77,9.527614412
modelo_n_0695.hjs,160.301,35.3875,175.95,10.375,11.29,1.091940477
modelo_n_0696.hjs,77.735,9.0975,170.85,27.225,25.21,4.650145761
modelo_n_0697.hjs,76.547,45.9475,92.85,43.475,26.15,1.608053693
modelo_n_0698.hjs,192.971,43.1975,258.45,1.075,14.77,0.73073648
modelo_n_0699.hjs,110.999,35.0575,40.05,35.375,23.33,1.337111088
modelo_n_0700.hjs,71.993,49.9075,207.15,3.375,22.27,1.196591562
modelo_n_0701.hjs,179.903,43.1425,176.55,18.075,24.63,0.801487572
modelo_n_0702.hjs,181.883,36.2675,15.75,32.775,19.25,1.014250463
modelo_n_0703.hjs,194.753,31.9775,281.85,21.875,17.91,1.523715666
modelo_n_0704.hjs,166.043,15.2025,19.65,7.475,16.59,0.6251596
modelo_n_0705.hjs,21.899,15.8075,213.45,25.875,24.23,5.539560731
modelo_n_0706.hjs,125.255,10.4725,257.55,25.275,27.51,3.760433034
modelo_n_0707.hjs,10.415,24.9375,254.85,8.775,24.05,7.447445551
modelo_n_0708.hjs,97.337,37.0925,283.65,36.275,12.51,3.143853606
modelo_n_0709.hjs,55.163,20.8675,65.25,0.075,16.91,0.487302636
modelo_n_0710.hjs,55.559,9.5925,176.85,6.775,11.15,3.828005371
modelo_n_0711.hjs,156.737,55.6275,229.35,28.125,26.55,0.981049334
modelo_n_0712.hjs,105.059,44.2425,153.75,24.175,15.11,1.396784593
modelo_n_0713.hjs,81.893,9.4275,74.55,41.575,11.03,6.952012112
modelo_n_0714.hjs,59.915,10.3625,244.95,42.575,14.63,8.795383354
modelo_n_0715.hjs,4.673,15.0375,195.75,45.475,16.87,24.76729805
modelo_n_0716.hjs,99.317,21.9675,22.05,34.725,21.65,2.005346722
modelo_n_0717.hjs,193.565,25.6525,62.85,26.325,14.15,1.44452182
modelo_n_0718.hjs,81.299,53.9775,236.85,10.925,29.37,1.049920859
modelo_n_0719.hjs,186.437,10.1425,181.95,30.425,16.09,4.404122647
modelo_n_0720.hjs,6.257,58.1575,82.65,10.225,27.13,6.376666303
modelo_n_0721.hjs,75.953,34.0675,104.85,13.575,21.29,1.003717969
modelo_n_0722.hjs,148.421,6.1825,14.25,41.475,11.99,8.539389954
modelo_n_0723.hjs,152.777,45.7275,171.15,4.725,26.67,0.424564769
modelo_n_0724.hjs,180.893,14.9825,120.15,49.725,25.55,5.105228586
modelo_n_0725.hjs,36.947,13.4975,104.25,12.625,15.63,2.750081595
modelo_n_0726.hjs,51.203,24.1125,116.25,12.675,27.95,1.337651797
modelo_n_0727.hjs,171.389,10.7475,98.85,3.875,21.45,0.693965948
modelo_n_0728.hjs,183.071,24.5525,99.45,24.975,28.17,1.382923729
modelo_n_0729.hjs,64.469,34.2325,244.35,25.175,27.25,2.046493598
modelo_n_0730.hjs,100.703,33.2425,208.05,21.275,15.57,1.856076728
modelo_n_0731.hjs,17.543,17.4575,93.15,0.325,19.73,1.9855093
modelo_n_0732.hjs,47.441,37.5325,205.95,2.375,18.45,1.777526717
modelo_n_0733.hjs,131.789,59.7525,234.45,2.225,21.05,1.040048897
modelo_n_0734.hjs,32.591,48.3125,248.55,25.525,27.23,2.728740681
modelo_n_0735.hjs,80.903,42.7025,43.95,13.325,11.75,0.720278142
modelo_n_0736.hjs,174.359,39.4025,35.85,27.725,22.49,0.841564901
modelo_n_0737.hjs,121.493,54.7475,126.15,49.325,27.35,1.444657443
modelo_n_0738.hjs,25.067,59.3125,226.95,5.425,12.45,9.254367363
modelo_n_0739.hjs,94.961,34.8925,136.65,26.425,11.23,1.991637538
modelo_n_0740.hjs,34.967,39.5675,75.75,17.525,20.19,1.353911764
modelo_n_0741.hjs,28.829,28.7875,177.75,39.775,17.25,4.886626716
modelo_n_0742.hjs,76.349,17.4025,219.75,49.825,20.79,5.881290119
modelo_n_0743.hjs,37.541,21.7475,77.55,26.375,11.53,3.141128925
modelo_n_0744.hjs,115.751,37.5875,113.85,14.625,29.27,0.732028787
modelo_n_0745.hjs,54.371,51.8325,173.25,47.475,26.41,2.191423576
modelo_n_0746.hjs,39.917,57.7175,13.95,2.875,13.57,0.283021764
modelo_n_0747.hjs,195.743,31.8675,30.75,10.525,18.01,0.444266889
modelo_n_0748.hjs,176.933,31.9225,218.85,22.675,10.75,1.831774102
modelo_n_0749.hjs,15.167,10.9675,96.45,38.775,13.73,9.51087499
modelo_n_0750.hjs,48.629,49.6325,63.15,20.875,18.29,1.017211676
modelo_n_0751.hjs,48.827,37.6975,50.55,40.875,25.95,1.757476117
modelo_n_0752.hjs,157.133,13.0025,144.45,7.525,11.85,1.409991083
modelo_n_0753.hjs,111.593,12.8925,57.75,47.275,23.41,5.363178717
modelo_n_0754.hjs,188.615,14.8725,242.85,27.825,16.63,3.142797435
modelo_n_0755.hjs,121.889,51.2275,14.85,17.325,14.03,0.403682537
modelo_n_0756.hjs,44.471,53.2625,43.65,15.725,27.55,0.588996929
modelo_n_0757.hjs,47.243,55.7925,122.85,26.625,15.81,1.839382444
modelo_n_0758.hjs,178.121,5.5225,230.25,13.175,22.35,3.55269177
modelo_n_0759.hjs,171.191,14.7625,117.15,5.875,27.69,0.71250859
modelo_n_0760.hjs,124.067,31.4825,243.45,18.925,24.87,1.39517599
modelo_n_0761.hjs,120.899,5.4675,25.65,17.225,27.31,3.512092105
modelo_n_0762.hjs,79.913,54.0875,112.05,15.075,26.69,0.692486374
modelo_n_0763.hjs,78.527,41.8775,11.85,41.025,18.95,1.183594942
modelo_n_0764.hjs,14.177,31.7025,287.25,27.425,12.91,12.15584283
modelo_n_0765.hjs,11.207,36.5975,107.55,44.675,29.89,4.323447862
modelo_n_0766.hjs,142.481,54.4725,164.85,14.825,21.61,0.687141305
modelo_n_0767.hjs,185.051,24.3875,108.45,31.325,26.73,1.772427549
modelo_n_0768.hjs,17.147,23.3975,155.85,48.125,28.15,6.106586076
modelo_n_0769.hjs,60.707,26.8625,46.05,32.025,15.87,1.95599927
modelo_n_0770.hjs,72.191,43.9125,171.45,15.175,18.89,1.321143026
modelo_n_0771.hjs,47.837,29.6675,88.65,34.925,23.75,2.25322681
modelo_n_0772.hjs,35.957,14.1575,257.25,40.325,10.29,10.22661773
modelo_n_0773.hjs,91.001,29.1725,222.75,40.425,29.15,2.675115094
modelo_n_0774.hjs,135.749,49.9625,219.45,11.825,28.65,0.680804921
modelo_n_0775.hjs,119.711,5.7425,8.85,33.425,16.39,6.80511018
modelo_n_0776.hjs,101.891,14.8175,54.15,35.575,13.51,3.492999412
modelo_n_0777.hjs,142.085,56.1775,150.45,14.675,12.05,0.980119372
modelo_n_0778.hjs,39.125,8.3275,17.25,41.075,16.29,6.730138207
modelo_n_0779.hjs,119.117,17.8425,46.65,40.725,13.19,3.327602764
modelo_n_0780.hjs,81.101,26.0925,44.25,9.025,14.55,0.742266284
modelo_n_0781.hjs,94.565,59.4225,20.55,29.225,28.75,0.500307318
modelo_n_0782.hjs,15.365,13.5525,147.45,47.675,26.51,8.994206037
modelo_n_0783.hjs,169.409,45.5625,61.65,37.325,10.85,1.267047329
modelo_n_0784.hjs,120.503,52.6025,114.15,39.575,23.39,1.212700262
modelo_n_0785.hjs,4.871,54.2525,112.35,2.125,18.55,15.17612929
modelo_n_0786.hjs,133.373,8.9325,224.85,22.475,14.25,4.347170133
modelo_n_0787.hjs,102.089,9.2625,65.85,20.675,28.89,2.81786064
modelo_n_0788.hjs,66.647,48.0375,89.85,14.925,27.83,0.720139131
modelo_n_0789.hjs,158.915,11.7925,274.95,15.825,22.29,2.394981884
modelo_n_0790.hjs,32.789,53.1525,93.75,32.925,19.37,1.839155321
modelo_n_0791.hjs,58.925,15.2575,41.55,15.775,25.43,1.49592065
modelo_n_0792.hjs,185.843,35.8275,276.75,32.375,28.05,1.596866124
modelo_n_0793.hjs,139.511,29.2275,82.35,8.525,23.47,0.564305991
modelo_n_0794.hjs,33.779,23.3425,193.05,47.025,16.37,6.198983374
modelo_n_0795.hjs,28.037,53.5375,227.55,21.675,29.07,2.943272817
modelo_n_0796.hjs,82.091,12.5625,92.55,3.525,22.85,0.787502502
modelo_n_0797.hjs,64.073,5.4125,199.35,36.475,19.47,11.0305152
modelo_n_0798.hjs,141.293,17.1825,140.25,11.975,17.55,1.373496535
modelo_n_0799.hjs,162.479,12.6175,174.15,32.975,24.79,3.752866739
modelo_n_0800.hjs,58.529,29.1175,172.95,48.825,27.47,3.544677091
modelo_n_0801.hjs,38.333,56.9475,186.75,43.375,20.61,2.810197996
modelo_n_0802.hjs,67.835,47.2675,104.55,13.425,27.05,0.748631358
modelo_n_0803.hjs,57.143,5.0275,203.85,34.475,16.71,12.13384303
modelo_n_0804.hjs,150.401,36.7625,256.05,30.125,12.19,2.175476711
modelo_n_0805.hjs,22.889,32.0325,146.25,43.025,14.57,5.424311775
modelo_n_0806.hjs,176.339,5.9075,190.95,38.375,18.05,9.092636919
modelo_n_0807.hjs,104.465,19.8775,175.65,20.225,21.21,1.998229686
modelo_n_0808.hjs,112.781,42.5925,54.45,36.925,24.03,1.189290499
modelo_n_0809.hjs,22.097,13.3875,259.65,4.225,14.73,7.04037416
modelo_n_0810.hjs,96.347,41.6025,261.75,42.625,17.07,2.703471684
modelo_n_0811.hjs,13.781,29.3375,148.65,1.925,21.33,3.522216429
modelo_n_0812.hjs,60.113,46.4425,108.15,40.075,19.61,1.856974229
modelo_n_0813.hjs,160.499,41.3825,177.15,2.675,10.83,0.841310557
modelo_n_0814.hjs,2.495,33.9575,147.15,41.275,13.83,31.47207516
modelo_n_0815.hjs,138.125,12.8375,52.05,33.625,15.27,3.503084267
modelo_n_0816.hjs,196.535,20.7025,272.85,21.125,12.49,2.282797511
modelo_n_0817.hjs,16.355,35.6075,33.75,0.275,12.69,1.169960224
modelo_n_0818.hjs,98.921,11.5175,163.65,40.825,16.77,5.944120334
modelo_n_0819.hjs,112.979,11.1875,124.35,34.125,16.95,4.619872456
modelo_n_0820.hjs,12.395,27.4125,228.45,26.975,22.33,7.332842328
modelo_n_0821.hjs,56.945,33.3525,202.65,33.375,17.67,2.965875525
modelo_n_0822.hjs,132.185,30.7125,151.35,32.075,17.83,1.912602382
modelo_n_0823.hjs,34.373,38.5225,101.85,33.875,28.27,1.996336839
modelo_n_0824.hjs,120.107,52.1625,61.95,22.225,11.41,0.819057255
modelo_n_0825.hjs,146.243,30.4925,103.65,8.875,26.49,0.574286852
modelo_n_0826.hjs,16.751,52.2175,189.75,30.175,28.25,4.284122652
modelo_n_0827.hjs,151.391,37.1475,299.55,15.675,14.91,1.517542872
modelo_n_0828.hjs,146.045,31.1525,186.45,22.625,27.65,1.291199716
modelo_n_0829.hjs,11.801,39.8425,146.55,5.625,12.29,7.777081165
modelo_n_0830.hjs,101.099,55.3525,136.05,11.325,18.93,0.790834654
modelo_n_0831.hjs,20.315,6.6225,94.05,20.175,25.25,6.078224836
modelo_n_0832.hjs,154.955,20.7575,165.45,16.675,22.21,1.425823853
modelo_n_0833.hjs,64.271,30.0525,296.25,13.825,14.69,2.875405885
modelo_n_0834.hjs,149.213,51.9975,63.45,13.975,19.67,0.452372431
modelo_n_0835.hjs,181.289,21.8025,148.95,44.575,25.17,3.139929885
modelo_n_0836.hjs,87.437,41.7125,1.65,2.925,26.85,0.073853974
modelo_n_0837.hjs,27.443,24.6075,295.95,27.325,16.61,6.369580682
modelo_n_0838.hjs,137.531,26.4225,211.05,44.475,14.95,3.397297533
modelo_n_0839.hjs,121.691,27.7975,247.95,0.575,27.49,0.534214588
modelo_n_0840.hjs,40.709,38.6875,291.45,38.275,25.37,3.515581785
modelo_n_0841.hjs,182.081,18.2275,132.15,1.725,16.49,0.458187429
modelo_n_0842.hjs,121.295,50.7875,5.25,25.675,17.21,0.47210424
modelo_n_0843.hjs,107.435,50.6225,250.95,13.275,15.53,1.502200139
modelo_n_0844.hjs,127.235,45.4525,276.15,36.825,22.03,1.818590371
modelo_n_0845.hjs,49.817,46.8825,111.15,47.225,23.69,2.16735353
modelo_n_0846.hjs,170.993,51.3375,283.35,40.575,17.71,1.726761468
modelo_n_0847.hjs,42.095,27.8525,46.35,33.125,26.31,1.893874586
modelo_n_0848.hjs,137.135,48.8625,123.15,4.575,14.41,0.593373307
modelo_n_0849.hjs,51.005,32.2525,10.05,34.325,16.89,1.350378575
modelo_n_0850.hjs,183.269,41.9325,102.15,20.625,23.21,0.755607852
modelo_n_0851.hjs,90.803,22.9575,142.65,38.025,11.19,3.595524106
modelo_n_0852.hjs,163.865,43.5275,192.15,23.325,18.67,1.133773596
modelo_n_0853.hjs,71.003,22.6275,202.35,18.775,29.03,1.899345899
modelo_n_0854.hjs,52.589,43.7475,279.45,44.525,14.99,4.114579598
modelo_n_0855.hjs,51.995,42.9775,193.95,9.625,24.27,1.378697126
modelo_n_0856.hjs,88.625,11.8475,236.25,48.325,14.59,8.17707985
modelo_n_0857.hjs,124.859,33.8475,57.15,40.675,28.55,1.636749393
modelo_n_0858.hjs,155.747,50.9525,105.75,34.775,23.57,1.004404353
modelo_n_0859.hjs,102.881,59.4775,39.75,47.525,21.37,1.02071971
modelo_n_0860.hjs,70.805,49.3025,280.35,26.175,16.11,2.5185495
modelo_n_0861.hjs,104.861,33.9025,180.75,9.725,28.13,0.827391277
modelo_n_0862.hjs,163.469,13.4425,31.95,40.125,23.99,3.818063136
modelo_n_0863.hjs,188.021,22.0775,53.25,28.475,12.85,1.765527821
modelo_n_0864.hjs,31.601,27.9625,3.45,39.175,18.71,1.726912612
modelo_n_0865.hjs,183.665,40.3375,11.25,42.125,18.15,1.193161436
modelo_n_0866.hjs,177.527,48.8075,284.85,30.675,27.73,1.19896601
modelo_n_0867.hjs,190.397,13.7725,12.45,16.075,12.73,1.327416243
modelo_n_0868.hjs,111.395,53.6475,269.25,10.725,24.91,1.002943484
modelo_n_0869.hjs,174.755,59.0375,61.35,37.125,14.51,0.848400773
modelo_n_0870.hjs,83.279,50.1275,90.15,26.875,17.77,1.089257089
modelo_n_0871.hjs,144.263,19.9325,94.35,44.775,12.23,3.729786431
modelo_n_0872.hjs,129.611,43.0875,231.15,30.375,15.41,1.779791966
modelo_n_0873.hjs,75.161,59.5325,123.45,4.475,15.17,1.280904489
modelo_n_0874.hjs,166.439,25.0475,161.85,18.825,21.79,1.319029483
modelo_n_0875.hjs,27.245,12.1775,64.35,36.675,20.11,5.268530624
modelo_n_0876.hjs,74.567,26.0375,229.95,26.825,19.59,2.67380647
modelo_n_0877.hjs,95.753,40.8875,13.35,9.125,26.47,0.277545179
modelo_n_0878.hjs,128.819,6.1275,34.95,5.575,15.89,1.238420571
modelo_n_0879.hjs,123.275,38.4125,92.25,10.125,25.65,0.542447309
modelo_n_0880.hjs,189.803,13.2225,78.45,16.725,17.41,1.719095406
modelo_n_0881.hjs,18.533,51.5575,166.95,29.375,23.15,4.13190279
modelo_n_0882.hjs,69.419,7.0075,258.75,29.025,16.45,8.060548072
modelo_n_0883.hjs,45.659,6.2925,201.45,30.525,18.81,9.306219436
modelo_n_0884.hjs,139.907,11.1325,91.65,12.475,24.77,1.579777123
modelo_n_0885.hjs,41.897,6.4025,52.95,25.225,13.47,5.921745583
modelo_n_0886.hjs,18.335,23.7825,265.95,49.875,26.27,8.086394064
modelo_n_0887.hjs,149.807,6.8975,4.05,47.775,11.67,9.278968894
modelo_n_0888.hjs,182.477,22.5725,204.75,22.425,11.65,2.116709681
modelo_n_0889.hjs,42.491,55.9025,285.75,40.275,26.17,2.921080523
modelo_n_0890.hjs,34.571,52.5475,185.55,43.075,29.09,2.459645676
modelo_n_0891.hjs,77.141,33.1875,198.45,2.525,27.07,0.763750025
modelo_n_0892.hjs,73.973,58.9825,68.25,17.475,27.11,0.559464202
modelo_n_0893.hjs,133.175,49.6875,266.25,32.525,26.03,1.381901635
modelo_n_0894.hjs,79.715,23.4525,274.65,10.425,21.99,1.78248006
modelo_n_0895.hjs,25.265,25.8175,255.45,16.825,12.21,6.725430768
modelo_n_0896.hjs,18.929,39.7325,222.15,8.975,23.59,3.927867927
modelo_n_0897.hjs,160.895,46.7175,278.25,0.525,19.01,0.797042252
modelo_n_0898.hjs,110.009,38.0275,110.55,48.175,20.05,2.234982693
modelo_n_0899.hjs,58.133,41.2175,139.05,8.025,24.25,0.945392743
modelo_n_0900.hjs,156.143,32.5275,216.75,47.125,19.07,2.766085559
modelo_n_0901.hjs,27.641,25.2675,135.45,9.925,21.39,2.202712708
modelo_n_0902.hjs,187.823,21.5825,19.05,22.075,25.11,1.151873756
modelo_n_0903.hjs,111.989,12.5075,182.85,4.975,21.25,1.178323925
modelo_n_0904.hjs,66.845,43.5825,135.75,41.125,17.75,2.190571471
modelo_n_0905.hjs,198.317,22.8475,110.85,48.525,14.81,3.456109174
modelo_n_0906.hjs,175.745,55.2975,293.25,21.825,23.03,0.972348985
modelo_n_0907.hjs,190.199,29.6125,264.15,10.975,26.39,0.886227781
modelo_n_0908.hjs,183.467,22.1325,134.85,39.325,23.55,2.632290515
modelo_n_0909.hjs,56.747,34.8375,261.15,42.425,14.85,4.217399253
modelo_n_0910.hjs,177.329,32.1975,145.05,35.825,22.05,1.745243125
modelo_n_0911.hjs,166.835,17.2375,258.15,37.625,29.69,3.418763009
modelo_n_0912.hjs,33.977,37.3675,238.05,0.175,22.97,0.9084418
modelo_n_0913.hjs,30.017,8.4925,48.75,17.275,18.25,3.401141768
modelo_n_0914.hjs,178.715,34.3975,136.35,25.925,14.29,1.383703532
modelo_n_0915.hjs,160.697,20.2075,29.85,41.825,13.29,2.81924086
modelo_n_0916.hjs,195.545,9.7575,183.45,14.075,15.49,2.342654246
modelo_n_0917.hjs,157.529,52.0525,133.65,37.525,25.67,1.095794036
modelo_n_0918.hjs,23.087,48.0925,177.45,29.775,14.37,5.005361092
modelo_n_0919.hjs,128.423,22.7925,21.45,22.575,29.57,1.150497929
modelo_n_0920.hjs,43.679,49.4125,181.05,34.175,21.15,2.311674062
modelo_n_0921.hjs,109.415,57.6075,282.15,17.925,15.21,1.950963082
modelo_n_0922.hjs,180.497,18.1175,34.65,7.025,29.85,0.499393951
modelo_n_0923.hjs,48.233,15.7525,51.75,31.525,12.63,3.44044688
modelo_n_0924.hjs,35.759,51.6125,231.45,28.325,22.95,2.875163977
modelo_n_0925.hjs,80.507,57.1675,127.35,20.825,28.19,0.808974205
modelo_n_0926.hjs,177.131,27.3025,226.05,26.225,11.37,2.198902438
modelo_n_0927.hjs,59.123,20.0975,40.35,23.025,24.83,1.639022408
modelo_n_0928.hjs,145.055,16.9625,213.15,27.925,26.87,2.606500589
modelo_n_0929.hjs,172.577,45.8925,174.75,28.425,11.81,1.41436811
modelo_n_0930.hjs,62.489,39.5125,137.55,0.375,20.47,0.813260932
modelo_n_0931.hjs,6.455,58.9275,193.35,48.925,23.83,17.3155114
modelo_n_0932.hjs,29.225,15.6975,9.45,32.275,26.19,2.584186031
modelo_n_0933.hjs,97.535,32.9125,124.95,41.325,22.71,2.203570687
modelo_n_0934.hjs,87.635,37.9725,238.95,39.675,16.33,2.788513717
modelo_n_0935.hjs,144.659,34.7275,101.55,10.675,14.11,0.76657457
modelo_n_0936.hjs,172.181,19.2175,81.75,42.225,22.39,3.114564449
modelo_n_0937.hjs,184.061,27.1925,221.85,43.725,18.73,2.867707635
modelo_n_0938.hjs,65.855,17.7325,15.15,2.075,22.01,0.236709699
modelo_n_0939.hjs,17.741,47.9825,29.25,49.975,23.53,2.040908672
modelo_n_0940.hjs,67.043,17.2925,34.35,18.175,17.89,1.53141419
modelo_n_0941.hjs,194.357,54.5825,151.65,44.225,21.23,1.264777822
modelo_n_0942.hjs,80.705,44.6275,45.45,34.625,19.19,1.161842744
modelo_n_0943.hjs,91.199,16.0825,74.25,46.975,10.89,5.081747315
modelo_n_0944.hjs,149.015,7.5575,125.85,4.075,10.55,1.617331127
modelo_n_0945.hjs,98.525,46.4975,84.45,7.875,10.23,0.821251239
modelo_n_0946.hjs,171.785,26.9175,66.45,19.125,24.97,0.962347667
modelo_n_0947.hjs,16.553,58.6525,39.15,6.475,18.59,1.510613766
modelo_n_0948.hjs,76.943,35.9375,236.55,37.575,19.79,2.693301535
modelo_n_0949.hjs,137.333,51.7225,140.85,41.175,17.11,1.462543373
modelo_n_0950.hjs,141.887,31.0425,228.75,12.225,10.65,1.637798374
modelo_n_0951.hjs,21.701,19.7125,65.55,2.725,19.17,1.317549412
modelo_n_0952.hjs,126.839,28.0175,45.75,29.275,12.25,1.547595329
modelo_n_0953.hjs,12.791,45.0675,190.35,49.225,14.79,9.323752717
modelo_n_0954.hjs,147.233,10.3075,136.95,14.325,15.19,2.285205198
modelo_n_0955.hjs,12.593,33.1325,84.75,35.875,15.91,4.729715582
modelo_n_0956.hjs,94.763,26.6975,228.15,11.575,15.25,1.763821301
modelo_n_0957.hjs,103.079,45.8375,298.65,43.625,10.03,3.50234195
modelo_n_0958.hjs,199.901,23.5625,247.65,6.725,10.33,1.278099222
modelo_n_0959.hjs,152.183,10.5825,280.95,49.475,26.45,7.772019271
modelo_n_0960.hjs,184.457,58.0475,67.65,10.875,26.05,0.293536251
modelo_n_0961.hjs,24.869,34.1225,217.65,49.625,13.53,7.264754115
modelo_n_0962.hjs,105.653,28.6775,31.65,13.025,25.35,0.621438448
modelo_n_0963.hjs,20.909,5.9625,139.35,37.975,24.33,12.34357087
modelo_n_0964.hjs,161.885,22.9025,25.35,0.675,14.17,0.122479544
modelo_n_0965.hjs,84.665,27.5225,80.85,28.725,29.93,1.572610739
modelo_n_0966.hjs,138.323,51.8875,205.05,15.625,18.35,0.938549063
modelo_n_0967.hjs,110.207,23.2325,237.45,9.325,22.53,1.277584771
modelo_n_0968.hjs,197.921,41.4375,106.95,11.525,21.17,0.522903446
modelo_n_0969.hjs,100.901,24.0025,143.25,22.525,20.27,1.807995194
modelo_n_0970.hjs,146.837,31.2625,83.25,45.425,27.89,2.120046941
modelo_n_0971.hjs,178.517,36.3225,168.45,16.575,16.93,0.999798304
modelo_n_0972.hjs,114.167,23.2875,100.35,32.875,29.39,2.054922093
modelo_n_0973.hjs,163.271,49.7975,173.85,5.975,11.89,0.848121348
modelo_n_0974.hjs,57.737,29.3925,266.85,6.025,25.61,1.556428075
modelo_n_0975.hjs,164.855,42.4275,225.15,10.275,27.29,0.660763989
modelo_n_0976.hjs,158.123,19.3275,145.35,24.375,14.93,2.162244108
modelo_n_0977.hjs,92.189,56.3975,152.85,48.975,22.91,1.702217104
modelo_n_0978.hjs,23.483,38.9075,155.25,10.325,11.93,4.359293723
modelo_n_0979.hjs,175.349,43.4725,224.25,21.025,23.63,0.995371313
modelo_n_0980.hjs,173.171,16.0275,158.25,16.325,22.37,1.624080061
modelo_n_0981.hjs,177.923,40.5575,1.95,40.625,14.13,1.049243492
modelo_n_0982.hjs,8.633,34.4525,75.15,37.675,11.17,7.239086628
modelo_n_0983.hjs,43.283,45.1775,267.45,48.575,14.53,4.779554626
modelo_n_0984.hjs,36.155,9.9775,85.65,39.275,22.75,6.465177971
modelo_n_0985.hjs,59.717,44.4075,19.35,21.175,18.75,0.663857858
modelo_n_0986.hjs,86.249,40.3925,154.65,3.425,28.03,0.558567831
modelo_n_0987.hjs,75.359,25.8725,11.55,19.425,21.63,0.891425162
modelo_n_0988.hjs,127.433,15.3675,196.05,49.425,26.43,5.433903768
modelo_n_0989.hjs,35.363,39.2925,35.25,32.675,13.79,1.650237735
modelo_n_0990.hjs,198.515,7.1725,118.65,7.575,18.91,1.584990077
modelo_n_0991.hjs,154.163,50.7325,187.35,36.575,21.53,1.313920489
modelo_n_0992.hjs,194.951,11.5725,57.45,19.825,28.07,2.038563023
modelo_n_0993.hjs,95.357,28.6225,3.15,42.975,15.69,1.806785328
modelo_n_0994.hjs,191.783,58.2125,239.85,11.475,14.27,1.004027936
modelo_n_0995.hjs,10.811,38.1375,273.15,30.725,20.81,9.759523294
modelo_n_0996.hjs,180.299,56.7275,163.95,23.125,25.81,0.700101865
modelo_n_0997.hjs,51.797,43.2525,180.15,0.725,18.63,1.497044382
modelo_n_0998.hjs,46.451,34.3425,218.55,19.325,27.53,2.009204516
modelo_n_0999.hjs,28.235,9.2075,279.15,16.525,17.61,8.227007936
modelo_n_1000.hjs,151.985,30.5475,44.85,15.975,23.29,0.703590472
